class1	class2	scaledPatristicDistance
52	33	0.46345
52	34	0.4577548
52	35	0.4577391
52	36	0.4663885
52	37	0.4891879
52	38	0.4744951
52	39	0.4744951
52	40	0.4821172
52	41	0.511936
52	42	0.511936
52	43	0.4889749
52	44	0.4889591
52	45	0.5425221
52	46	0.5405892
52	47	0.5405892
52	48	0.4397168
52	49	0.4397006
52	50	0.4583194
52	51	0.566386
53	0	0.5156548
53	1	0.5156548
53	2	0.5156548
53	3	0.5156548
53	4	0.5156548
53	5	0.5156548
53	6	0.5156548
53	7	0.5156548
53	8	0.5156548
53	9	0.5156548
53	10	0.5156548
53	11	0.5156548
53	12	0.5156548
53	13	0.4633421
53	14	0.4503689
53	15	0.4503689
53	16	0.4441663
53	17	0.4441663
53	18	0.431944
53	19	0.431944
53	20	0.4545117
53	21	0.4539979
53	22	0.4521547
53	23	0.4578317
53	24	0.4625143
53	25	0.460362
53	26	0.460362
53	27	0.4611306
53	28	0.44571
53	29	0.443297
53	30	0.443297
53	31	0.461171
53	32	0.4652002
53	33	0.4868341
53	34	0.4622051
53	35	0.4596377
53	36	0.4596377
53	37	0.4844269
53	38	0.4853368
53	39	0.4890758
53	40	0.4890758
53	41	0.5087054
53	42	0.4967909
53	43	0.4746918
53	44	0.4746722
53	45	0.4989459
53	46	0.4816576
53	47	0.4798824
53	48	0.4798666
53	49	0.4904639
53	50	0.5448903
53	51	0.5045974
53	52	0.5045974
54	0	0.5045974
54	1	0.5185418
54	2	0.5185418
54	3	0.4526169
54	4	0.4526169
54	5	0.5257722
54	6	0.517245
54	7	0.517245
54	8	0.5213002
54	9	0.5230877
54	10	0.5032823
54	11	0.5032823
54	12	0.528828
54	13	0.5320748
54	14	0.5301975
54	15	0.5301975
54	16	0.5089979
54	17	0.5089979
54	18	0.5096322
54	19	0.509648
54	20	0.4849209
54	21	0.4849209
54	22	0.5260387
54	23	0.5260387
54	24	0.5441469
54	25	0.5369377
54	26	0.4719665
54	27	0.4719665
54	28	0.4929387
54	29	0.4772263
54	30	0.4772263
54	31	0.4906255
54	32	0.5042011
54	33	0.5101698
54	34	0.5170912
54	35	0.46126
54	36	0.46126
54	37	0.4991562
54	38	0.4991562
54	39	0.5039794
54	40	0.5226829
54	41	0.4748528
54	42	0.4748528
54	43	0.4675197
54	44	0.4675197
54	45	0.4812426
54	46	0.4847519
54	47	0.5226829
54	48	0.5705444
54	49	0.7032068
54	50	0.505445
54	51	0.4727724
54	52	0.4727882
54	53	0.5232205
55	0	0.5232205
55	1	0.5016389
55	2	0.4753344
55	3	0.4753344
55	4	0.4917207
55	5	0.4811284
55	6	0.4811442
55	7	0.4972111
55	8	0.5232205
55	9	0.5403129
55	10	0.5403129
55	11	0.4973922
55	12	0.4973745
55	13	0.4852039
55	14	0.4851916
55	15	0.4937042
55	16	0.4970794
55	17	0.4845798
55	18	0.4845798
55	19	0.543929
55	20	0.543929
55	21	0.543929
55	22	0.543929
55	23	0.523841
55	24	0.4932463
55	25	0.4760188
55	26	0.4760188
55	27	0.4863505
55	28	0.4944477
55	29	0.4872749
55	30	0.4872749
55	31	0.5438698
55	32	0.5278102
55	33	0.5179277
55	34	0.4910416
55	35	0.4910573
55	36	0.5129095
55	37	0.5221041
55	38	0.5221041
55	39	0.526698
55	40	0.5197534
55	41	0.5197534
55	42	0.5313333
55	43	0.5044774
55	44	0.5044774
55	45	0.5193621
55	46	0.5193621
55	47	0.5264492
55	48	0.5304638
55	49	0.5304638
55	50	0.5426098
55	51	0.4916407
55	52	0.4346881
55	53	0.4346724
55	54	0.4612937
56	0	0.4613094
56	1	0.4916767
56	2	0.5145667
56	3	0.5426098
56	4	0.4957643
56	5	0.4957643
56	6	0.554638
56	7	0.5275737
56	8	0.5083197
56	9	0.5083039
56	10	0.5090423
56	11	0.4407676
56	12	0.4407676
56	13	0.4305799
56	14	0.4305799
56	15	0.434062
56	16	0.4333471
56	17	0.4333629
56	18	0.4477825
56	19	0.507764
56	20	0.4511209
56	21	0.4510461
56	22	0.4510461
56	23	0.466086
56	24	0.4559037
56	25	0.4559037
56	26	0.4951236
56	27	0.5726807
56	28	0.6401271
56	29	0.529556
56	30	0.529556
56	31	0.6234355
56	32	0.6800416
56	33	0.6984761
56	34	0.6984919
56	35	0.8800841
56	36	0.8800841
56	37	0.8893706
56	38	0.8314029
56	39	0.8314029
56	40	0.8093478
56	41	0.6762082
56	42	0.589805
56	43	0.5898207
56	44	0.6129082
56	45	0.6181169
56	46	0.6488262
56	47	0.6080587
56	48	0.608043
56	49	0.6142088
56	50	0.6901911
56	51	0.6901911
56	52	0.6694262
56	53	0.588049
56	54	0.5880648
56	55	0.6449233
57	0	0.6449233
57	1	0.6286236
57	2	0.6286236
57	3	0.7363489
57	4	0.7363331
57	5	0.7372578
57	6	0.7449441
57	7	0.7474615
57	8	0.8073927
57	9	0.6737465
57	10	0.62593
57	11	0.62593
57	12	0.8264298
57	13	0.8345481
57	14	0.8676441
57	15	0.8676441
57	16	0.8676441
57	17	0.7733572
57	18	0.723174
57	19	0.723174
57	20	0.763196
57	21	0.6019238
57	22	0.6019238
57	23	0.7243752
57	24	0.7628548
57	25	0.816462
57	26	0.8287657
57	27	0.6741528
57	28	0.6741528
57	29	0.7036625
57	30	0.9041436
57	31	0.8857854
57	32	0.8857854
57	33	0.8857854
57	34	0.8857854
57	35	0.8857854
57	36	0.8857854
57	37	0.8857854
57	38	0.8857854
57	39	0.7806348
57	40	0.7806506
57	41	0.780779
57	42	0.7807948
57	43	0.7858235
57	44	0.7952474
57	45	0.799715
57	46	0.8028132
57	47	0.8091307
57	48	0.8091307
57	49	0.810142
57	50	0.811133
57	51	0.799462
57	52	0.7769439
57	53	0.7769439
57	54	0.7889447
57	55	0.7929187
57	56	0.7929187
58	0	0.7976018
58	1	0.7949092
58	2	0.7949092
58	3	0.7970347
58	4	0.7970347
58	5	0.8208831
58	6	0.7804108
58	7	0.7804108
58	8	0.8287272
58	9	0.838026
58	10	0.8056428
58	11	0.7927494
58	12	0.7927494
58	13	0.8056271
58	14	0.7839843
58	15	0.7839843
58	16	0.8011493
58	17	0.8011493
58	18	0.8177134
58	19	0.7743257
58	20	0.7743257
58	21	0.7785835
58	22	0.771083
58	23	0.771083
58	24	0.7732029
58	25	0.7804352
58	26	0.7810836
58	27	0.7794905
58	28	0.7794905
58	29	0.7664454
58	30	0.7664454
58	31	0.7697722
58	32	0.7876806
58	33	0.8260966
58	34	0.8299063
58	35	0.8190562
58	36	0.8190562
58	37	0.8019138
58	38	0.8019138
58	39	0.8445328
58	40	0.8414789
58	41	0.8289436
58	42	0.8289436
58	43	0.8483832
58	44	0.817739
58	45	0.817739
58	46	0.7847403
58	47	0.7847403
58	48	0.8324743
58	49	0.8324743
58	50	0.7820556
58	51	0.7820556
58	52	0.783851
58	53	0.8227156
58	54	0.8021525
58	55	0.8021367
58	56	0.8203208
58	57	0.7955432
59	0	0.7811146
59	1	0.7811146
59	2	0.7986698
59	3	0.7923472
59	4	0.7923472
59	5	0.7737673
59	6	0.7737673
59	7	0.847186
59	8	0.8783301
59	9	0.8783301
59	10	0.846168
59	11	0.8461838
59	12	0.7822387
59	13	0.7822387
59	14	0.7790123
59	15	0.7602855
59	16	0.7602697
59	17	0.7603305
59	18	0.7485687
59	19	0.8053809
59	20	0.8045807
59	21	0.7975683
59	22	0.7780103
59	23	0.7780103
59	24	0.79331
59	25	0.810495
59	26	0.7658705
59	27	0.7658705
59	28	0.7610135
59	29	0.7610293
59	30	0.8774277
59	31	0.8460913
59	32	0.7946764
59	33	0.7594693
59	34	0.7594693
59	35	0.8400083
59	36	0.8801551
59	37	0.8567738
59	38	0.8054584
59	39	0.8054584
59	40	0.8088631
59	41	0.8228956
59	42	0.8311424
59	43	0.8236572
59	44	0.8236572
59	45	0.8694284
59	46	0.8694284
59	47	0.8694284
59	48	0.8694284
59	49	0.8694284
59	50	0.8694284
59	51	0.8694284
59	52	0.8694284
59	53	0.8694284
59	54	0.8694284
59	55	0.8694284
59	56	0.8694284
59	57	0.8694284
59	58	0.8694284
60	0	0.8694284
60	1	0.8694284
60	2	0.8694284
60	3	0.8694284
60	4	0.8694284
60	5	0.8694284
60	6	0.8694284
60	7	0.8694284
60	8	0.8694284
60	9	0.8694284
60	10	0.8694284
60	11	0.8224068
60	12	0.7996896
60	13	0.769926
60	14	0.7699418
60	15	0.7675991
60	16	0.7675991
60	17	0.7682308
60	18	0.7768027
60	19	0.7640299
60	20	0.7640299
60	21	0.7964073
60	22	0.7985459
60	23	0.7695839
60	24	0.7695839
60	25	0.7565657
60	26	0.7565657
60	27	0.7620892
60	28	0.7702029
60	29	0.7687965
60	30	0.7688123
60	31	0.7605712
60	32	0.7605555
60	33	0.7738202
60	34	0.7738044
60	35	0.7738559
60	36	0.7816426
60	37	0.7816426
60	38	0.7655274
60	39	0.7655274
60	40	0.7836295
60	41	0.7729658
60	42	0.7729658
60	43	0.8263783
60	44	0.7777872
60	45	0.7777872
60	46	0.7785623
60	47	0.7802533
60	48	0.7821216
60	49	0.7821058
60	50	0.782789
60	51	0.782789
60	52	0.7665566
60	53	0.7665566
60	54	0.7692134
60	55	0.767133
60	56	0.767133
60	57	0.7923778
60	58	0.7875302
60	59	0.7849436
61	0	0.7845236
61	1	0.7731739
61	2	0.7731739
61	3	0.790976
61	4	0.7906741
61	5	0.7906899
61	6	0.7952884
61	7	0.7639538
61	8	0.7639538
61	9	0.8046595
61	10	0.7956232
61	11	0.7812669
61	12	0.7812669
61	13	0.7912413
61	14	0.7912571
61	15	0.8270118
61	16	0.8270118
61	17	0.8338382
61	18	0.7936332
61	19	0.7936332
61	20	0.7937941
61	21	0.7937784
61	22	0.7558148
61	23	0.753194
61	24	0.7531782
61	25	0.7649754
61	26	0.769551
61	27	0.7741036
61	28	0.7625908
61	29	0.7625908
61	30	0.7559106
61	31	0.7609843
61	32	0.7941037
61	33	0.7941522
61	34	0.7952124
61	35	0.7960612
61	36	0.7739494
61	37	0.7672355
61	38	0.7475948
61	39	0.7475948
61	40	0.7791504
61	41	0.7630777
61	42	0.7630777
61	43	0.7596396
61	44	0.7596396
61	45	0.7856612
61	46	0.8218257
61	47	0.7989841
61	48	0.7989841
61	49	0.7776415
61	50	0.7776415
61	51	0.7779292
61	52	0.7779292
61	53	0.7836083
61	54	0.7837502
61	55	0.8416554
61	56	0.8242477
61	57	0.8022849
61	58	0.8022849
61	59	0.8280838
61	60	0.8018308
62	0	0.8018308
62	1	0.7944625
62	2	0.7844357
62	3	0.7844357
62	4	0.8668984
62	5	0.8694284
62	6	0.8709576
62	7	0.8709418
62	8	0.8913381
62	9	0.8913838
62	10	0.8562269
62	11	0.8018879
62	12	0.7591558
62	13	0.7591558
62	14	0.7861027
62	15	0.7900945
62	16	0.7985667
62	17	0.7985825
62	18	0.8119443
62	19	0.8119443
62	20	0.814368
62	21	0.8163601
62	22	0.8180546
62	23	0.791994
62	24	0.7919782
62	25	0.8418962
62	26	0.84755
62	27	0.84755
62	28	0.8584009
62	29	0.8610087
62	30	0.8641235
62	31	0.8641472
62	32	0.8641235
62	33	0.8042868
62	34	0.773252
62	35	0.773252
62	36	0.7650438
62	37	0.7650596
62	38	0.7819658
62	39	0.8157346
62	40	0.8157346
62	41	0.8286826
62	42	0.7817833
62	43	0.7817833
62	44	0.800145
62	45	0.825866
62	46	0.8764509
62	47	0.8764666
62	48	0.8671819
62	49	0.8118504
62	50	0.8118504
62	51	0.8234572
62	52	0.8234572
62	53	0.8313662
62	54	0.7899955
62	55	0.7899955
62	56	0.8569918
62	57	0.8768939
62	58	0.8239787
62	59	0.8239787
62	60	0.7944996
62	61	0.7944996
63	0	0.7941274
63	1	0.7941274
63	2	0.8092263
63	3	0.8194952
63	4	0.8341793
63	5	0.8095015
63	6	0.8095015
63	7	0.8524592
63	8	0.8678299
63	9	0.7948631
63	10	0.7948631
63	11	0.8240216
63	12	0.8240374
63	13	0.8477407
63	14	0.8477407
63	15	0.8673953
63	16	0.7830126
63	17	0.7829969
63	18	0.8777272
63	19	0.8805725
63	20	0.8863776
63	21	0.7981615
63	22	0.7981615
63	23	0.8669669
63	24	0.8782799
63	25	0.8273676
63	26	0.7921668
63	27	0.7921668
63	28	0.8073215
63	29	0.8366294
63	30	0.8490258
63	31	0.8291799
63	32	0.8291956
63	33	0.8734373
63	34	0.8794598
63	35	0.8927079
63	36	0.8691895
63	37	0.8691895
63	38	0.8429466
63	39	0.8429466
63	40	0.9046935
63	41	0.8981433
63	42	0.8981433
63	43	0.9013616
63	44	0.8763957
63	45	0.8763957
63	46	0.8807936
63	47	0.9037557
63	48	0.9033021
63	49	0.8726247
63	50	0.8686061
63	51	0.8686061
63	52	0.8772877
63	53	0.9038013
63	54	0.849364
63	55	0.849364
63	56	0.9001286
63	57	0.8661806
63	58	0.8661806
63	59	0.8570186
63	60	0.8570186
63	61	0.8893175
63	62	0.8532778
64	0	0.8532778
64	1	0.8804139
64	2	0.8745026
64	3	0.8172375
64	4	0.8172375
64	5	0.8925529
64	6	0.84394
64	7	0.84394
64	8	0.8446282
64	9	0.8152866
64	10	0.8152866
64	11	0.8650658
64	12	0.8650658
64	13	0.8667746
64	14	0.8870493
64	15	0.8595881
64	16	0.8491408
64	17	0.8477803
64	18	0.8477803
64	19	0.8420585
64	20	0.8420742
64	21	0.7968428
64	22	0.8643812
64	23	0.8643812
64	24	0.8647856
64	25	0.8600878
64	26	0.8600878
64	27	0.8826656
64	28	0.8330189
64	29	0.8330189
64	30	0.8354963
64	31	0.8354963
64	32	0.8860161
64	33	0.8860161
64	34	0.7788465
64	35	0.776907
64	36	0.776907
64	37	0.7703327
64	38	0.7703327
64	39	0.7787643
64	40	0.7888728
64	41	0.7886709
64	42	0.7886866
64	43	0.8351342
64	44	0.9018288
64	45	0.903411
64	46	0.8606807
64	47	0.8606964
64	48	0.8602847
64	49	0.8602847
64	50	0.8969834
64	51	0.8969834
64	52	0.9052246
64	53	0.9062499
64	54	0.90344
64	55	0.90344
64	56	0.9050916
64	57	0.8921312
64	58	0.8921312
64	59	0.9310689
64	60	0.9310689
64	61	0.9292614
64	62	0.9292614
64	63	0.9255487
65	0	0.9255487
65	1	0.9267134
65	2	0.9269007
65	3	0.9280967
65	4	0.9284694
65	5	0.9297923
65	6	0.9298081
65	7	0.9275631
65	8	0.9275631
65	9	0.9245077
65	10	0.9245077
65	11	0.926234
65	12	0.9329256
65	13	0.9329256
65	14	0.9759217
65	15	0.9759217
65	16	0.9759217
65	17	0.9759217
65	18	0.9742717
65	19	0.9706678
65	20	0.9706521
65	21	0.9707638
65	22	0.9707638
65	23	0.9636292
65	24	0.9636292
65	25	0.9636055
65	26	0.959001
65	27	0.952944
65	28	0.9529282
65	29	0.9599294
65	30	0.964331
65	31	0.964331
65	32	0.9707165
65	33	0.9707165
65	34	0.9726595
65	35	0.956039
65	36	0.956039
65	37	0.956039
65	38	0.9625064
65	39	0.9667998
65	40	0.9667998
65	41	0.9667998
65	42	0.9667683
65	43	0.9671728
65	44	0.9671728
65	45	0.9671728
65	46	0.9765339
65	47	0.9765339
65	48	0.981473
65	49	0.981473
65	50	0.9814493
65	51	0.9634905
65	52	0.9634748
65	53	0.9739232
65	54	0.9834282
65	55	0.9834282
65	56	0.9834282
65	57	0.9723301
65	58	0.9812782
65	59	0.9805218
65	60	0.9718116
65	61	0.9717958
65	62	0.9805867
65	63	0.9805867
65	64	0.9805867
66	0	0.9685056
66	1	0.9864444
66	2	0.9864444
66	3	0.9864207
66	4	0.9850468
66	5	0.9850468
66	6	0.9941253
66	7	0.9832184
66	8	0.9697562
66	9	0.9910381
66	10	0.9910381
66	11	0.9932427
66	12	0.9943627
66	13	0.9943627
66	14	0.9944022
66	15	0.9940316
66	16	0.9940316
66	17	0.9944022
66	18	0.9944022
66	19	0.999232
66	20	0.999232
66	21	0.999232
66	22	0.999232
66	23	0.999232
66	24	0.9145317
66	25	0.9145317
66	26	0.9145317
66	27	0.9145317
66	28	0.9145317
66	29	0.9145317
66	30	0.9145317
66	31	0.9145317
66	32	0.9145317
66	33	0.9145317
66	34	0.9145317
66	35	0.001311
66	36	0.0325205
66	37	0.0325205
66	38	0.0325205
66	39	0.0325205
66	40	0.0325205
66	41	0.0325205
66	42	0.0325205
66	43	0.0325205
66	44	0.0325205
66	45	0.0325205
66	46	0.0325205
66	47	0.0325205
66	48	0.0325205
66	49	0.0325205
66	50	0.0325205
66	51	0.0325205
66	52	0.0325205
66	53	0.0325205
66	54	0.0325205
66	55	0.0325205
66	56	0.0325205
66	57	0.0325205
66	58	0.0325205
66	59	0.0325205
66	60	0.0325205
66	61	0.0325205
66	62	0.0325205
66	63	0.0325205
66	64	0.0325205
66	65	0.0325205
67	0	0.0325205
67	1	0.0325205
67	2	0.0325205
67	3	0.0325205
67	4	0.0325205
67	5	0.0325205
67	6	0.0325205
67	7	0.0325205
67	8	0.0325205
67	9	0.0325205
67	10	0.0273066
67	11	0.0269974
67	12	0.0267365
67	13	0.0267365
67	14	0.0269282
67	15	0.0259562
67	16	0.0259562
67	17	0.0265182
67	18	0.0265025
67	19	0.0256653
67	20	0.0253095
67	21	0.0252938
67	22	0.0254241
67	23	0.0271936
67	24	0.0272909
67	25	0.027472
67	26	0.0274878
67	27	0.0277506
67	28	0.0277506
67	29	0.0286803
67	30	0.0278566
67	31	0.0266055
67	32	0.0266213
67	33	0.0288503
67	34	0.0274397
67	35	0.0274239
67	36	0.0271128
67	37	0.0271286
67	38	0.0279839
67	39	0.026384
67	40	0.0263683
67	41	0.0267853
67	42	0.0267853
67	43	0.0271763
67	44	0.027029
67	45	0.0270132
67	46	0.0273908
67	47	0.0260452
67	48	0.0260295
67	49	0.0267601
67	50	0.0270553
67	51	0.0270553
67	52	0.0276889
67	53	0.0282877
67	54	0.0284657
67	55	0.0278931
67	56	0.0279089
67	57	0.0266478
67	58	0.0261892
67	59	0.0261892
67	60	0.028525
67	61	0.0273255
67	62	0.0273412
67	63	0.0291218
67	64	0.0287449
67	65	0.0271522
67	66	0.0271522
68	0	0.0274066
68	1	0.028543
68	2	0.0288934
68	3	0.0285667
68	4	0.0285667
68	5	0.0284296
68	6	0.0284453
68	7	0.0294437
68	8	0.0262535
68	9	0.0262535
68	10	0.0274555
68	11	0.0276666
68	12	0.0270876
68	13	0.0270876
68	14	0.0277981
68	15	0.0280312
68	16	0.0291468
68	17	0.0272416
68	18	0.0272574
68	19	0.0294895
68	20	0.0293602
68	21	0.0277047
68	22	0.0277204
68	23	0.0289537
68	24	0.0286307
68	25	0.028499
68	26	0.028499
68	27	0.0288745
68	28	0.0272093
68	29	0.0272251
68	30	0.0280635
68	31	0.0280477
68	32	0.0282179
68	33	0.0282179
68	34	0.0286138
68	35	0.0295352
68	36	0.0257864
68	37	0.0255062
68	38	0.0255062
68	39	0.0258391
68	40	0.0257691
68	41	0.0257533
68	42	0.0281758
68	43	0.0280792
68	44	0.0276316
68	45	0.0276474
68	46	0.0265679
68	47	0.0265836
68	48	0.0261175
68	49	0.0261018
68	50	0.0283454
68	51	0.0283611
68	52	0.0279346
68	53	0.0259264
68	54	0.0259106
68	55	0.0261471
68	56	0.0278408
68	57	0.0283855
68	58	0.0283855
68	59	0.0250911
68	60	0.0251069
68	61	0.0264006
68	62	0.0264479
68	63	0.0264321
68	64	0.0264163
68	65	0.0269478
68	66	0.0275743
68	67	0.0275208
69	0	0.0275051
69	1	0.0281923
69	2	0.0282696
69	3	0.029168
69	4	0.0292541
69	5	0.0258556
69	6	0.0256826
69	7	0.0256983
69	8	0.0268632
69	9	0.0253741
69	10	0.0253584
69	11	0.0253899
69	12	0.0255618
69	13	0.0260794
69	14	0.0260637
69	15	0.026316
69	16	0.0264636
69	17	0.0275577
69	18	0.0279996
69	19	0.0280154
69	20	0.0293295
69	21	0.025073
69	22	0.0250092
69	23	0.0247715
69	24	0.0247557
69	25	0.0251234
69	26	0.0251888
69	27	0.024873
69	28	0.0248888
69	29	0.0250257
69	30	0.0250415
69	31	0.0251392
69	32	0.0249934
69	33	0.0249776
69	34	0.0252768
69	35	0.0254618
69	36	0.0255958
69	37	0.0256457
69	38	0.025408
69	39	0.0253411
69	40	0.0253253
69	41	0.0262787
69	42	0.0251715
69	43	0.0251557
69	44	0.0252399
69	45	0.0254807
69	46	0.0264867
69	47	0.0256133
69	48	0.0256291
69	49	0.0260137
69	50	0.0248504
69	51	0.0248346
69	52	0.0248188
69	53	0.0247396
69	54	0.0247081
69	55	0.0246923
69	56	0.0247238
69	57	0.0248023
69	58	0.0246429
69	59	0.0246429
69	60	0.0249603
69	61	0.0250573
69	62	0.0255776
69	63	0.0252203
69	64	0.0252045
69	65	0.0252572
69	66	0.0254461
69	67	0.0262129
69	68	0.0262287
70	0	0.0262971
70	1	0.0249344
70	2	0.0249344
70	3	0.0257322
70	4	0.0257164
70	5	0.0272747
70	6	0.0273605
70	7	0.0258206
70	8	0.0258049
70	9	0.02599
70	10	0.02599
70	11	0.0265442
70	12	0.0265442
70	13	0.026879
70	14	0.0287918
70	15	0.0287761
70	16	0.0277743
70	17	0.0269722
70	18	0.0269722
70	19	0.0281392
70	20	0.028155
70	21	0.0282473
70	22	0.0288334
70	23	0.0288176
70	24	0.0278189
70	25	0.0263475
70	26	0.0263317
70	27	0.027542
70	28	0.025546
70	29	0.0255303
70	30	0.0261648
70	31	0.025887
70	32	0.025887
70	33	0.0292033
70	34	0.0289857
70	35	0.0289699
70	36	0.028095
70	37	0.0281108
70	38	0.0290045
70	39	0.029271
70	40	0.029227
70	41	0.029227
70	42	0.0286488
70	43	0.0286646
70	44	0.0298137
70	45	0.0268271
70	46	0.0268113
70	47	0.0268428
70	48	0.0266798
70	49	0.026664
70	50	0.026909
70	51	0.0279508
70	52	0.0279665
70	53	0.0267034
70	54	0.0267034
70	55	0.0278727
70	56	0.0284092
70	57	0.0289307
70	58	0.0283034
70	59	0.0283192
70	60	0.0287226
70	61	0.0287069
70	62	0.0294152
70	63	0.0290791
70	64	0.0290949
70	65	0.0294752
70	66	0.0290435
70	67	0.0290435
70	68	0.0302605
70	69	0.0275979
71	0	0.0275979
71	1	0.0297475
71	2	0.0297317
71	3	0.0352004
71	4	0.0379039
71	5	0.0410311
71	6	0.0410311
71	7	0.0533559
71	8	0.0533559
71	9	0.0533559
71	10	0.0533559
71	11	0.0533559
71	12	0.0533559
71	13	0.0456671
71	14	0.0456671
71	15	0.0470579
71	16	0.0458863
71	17	0.0458863
71	18	0.0784747
71	19	0.0784747
71	20	0.0784747
71	21	0.0784747
71	22	0.0784747
71	23	0.0784747
71	24	0.0764751
71	25	0.0737781
71	26	0.0735819
71	27	0.0730999
71	28	0.0730999
71	29	0.0735008
71	30	0.0733012
71	31	0.0732854
71	32	0.0735339
71	33	0.0735496
71	34	0.0731822
71	35	0.0731822
71	36	0.073247
71	37	0.0733483
71	38	0.0733483
71	39	0.0734427
71	40	0.073427
71	41	0.0743145
71	42	0.0741907
71	43	0.0742065
71	44	0.0753223
71	45	0.0753223
71	46	0.0749389
71	47	0.0749389
71	48	0.0762824
71	49	0.0740944
71	50	0.0740944
71	51	0.0742461
71	52	0.0742303
71	53	0.0744549
71	54	0.074513
71	55	0.0746853
71	56	0.0740315
71	57	0.0740473
71	58	0.0743713
71	59	0.0743713
71	60	0.0751441
71	61	0.0767066
71	62	0.0758003
71	63	0.0758003
71	64	0.0784195
71	65	0.077136
71	66	0.0759526
71	67	0.0759526
71	68	0.0760286
71	69	0.0748704
71	70	0.0748704
72	0	0.077136
72	1	0.0772931
72	2	0.0772773
72	3	0.0763884
72	4	0.0763884
72	5	0.0764335
72	6	0.0781907
72	7	0.0787041
72	8	0.0762322
72	9	0.0762322
72	10	0.1731268
72	11	0.1526273
72	12	0.1526273
72	13	0.1526273
72	14	0.1526273
72	15	0.1526273
72	16	0.1526273
72	17	0.1526273
72	18	0.1526273
72	19	0.1526273
72	20	0.1526273
72	21	0.1526273
72	22	0.1526273
72	23	0.137791
72	24	0.1288728
72	25	0.127318
72	26	0.1273337
72	27	0.1280456
72	28	0.1270268
72	29	0.1270426
72	30	0.1270599
72	31	0.1270757
72	32	0.1276943
72	33	0.1276943
72	34	0.1285098
72	35	0.1286594
72	36	0.1299734
72	37	0.1326166
72	38	0.1326324
72	39	0.1323899
72	40	0.1323899
72	41	0.1352302
72	42	0.135674
72	43	0.1372792
72	44	0.1383975
72	45	0.1323522
72	46	0.1323522
72	47	0.1352659
72	48	0.1369684
72	49	0.1295902
72	50	0.1295902
72	51	0.1395134
72	52	0.1395134
72	53	0.1291518
72	54	0.1291518
72	55	0.1358209
72	56	0.1449691
72	57	0.148431
72	58	0.1488395
72	59	0.1536251
72	60	0.1536251
72	61	0.1536251
72	62	0.1536251
72	63	0.1536251
72	64	0.1410891
72	65	0.1330012
72	66	0.1304688
72	67	0.1304845
72	68	0.133085
72	69	0.1331269
72	70	0.1305203
72	71	0.1290632
73	0	0.1290474
73	1	0.1363489
73	2	0.1363331
73	3	0.139272
73	4	0.1385183
73	5	0.138534
73	6	0.1515622
73	7	0.1515907
73	8	0.1373355
73	9	0.1373355
73	10	0.1430707
73	11	0.1430707
73	12	0.1531794
73	13	0.1531794
73	14	0.1367873
73	15	0.1368031
73	16	0.1367519
73	17	0.1367677
73	18	0.1507162
73	19	0.1507319
73	20	0.1289476
73	21	0.1289476
73	22	0.1281429
73	23	0.1281586
73	24	0.1282771
73	25	0.1293424
73	26	0.1358732
73	27	0.1331912
73	28	0.1331754
73	29	0.1282002
73	30	0.1282159
73	31	0.1531794
73	32	0.1512353
73	33	0.1512511
73	34	0.1353206
73	35	0.1334494
73	36	0.1334494
73	37	0.1353363
73	38	0.1397747
73	39	0.1585024
73	40	0.1289918
73	41	0.1289918
73	42	0.129017
73	43	0.1299923
73	44	0.1320921
73	45	0.1320763
73	46	0.1336894
73	47	0.1336894
73	48	0.1328654
73	49	0.1316319
73	50	0.1316319
73	51	0.1338461
73	52	0.134488
73	53	0.1354044
73	54	0.1364843
73	55	0.1309751
73	56	0.1309751
73	57	0.1451877
73	58	0.1451877
73	59	0.1585024
73	60	0.1488012
73	61	0.1291014
73	62	0.1291014
73	63	0.1291278
73	64	0.1300504
73	65	0.1339038
73	66	0.1364527
73	67	0.1429459
73	68	0.1344435
73	69	0.1344435
73	70	0.1369942
73	71	0.1488012
73	72	0.1570701
74	0	0.1570701
