class1	class2	scaledPatristicDistance
74	1	0.1570701
74	2	0.1451141
74	3	0.1380637
74	4	0.1380479
74	5	0.1469912
74	6	0.1343053
74	7	0.1342895
74	8	0.164622
74	9	0.164622
74	10	0.164622
74	11	0.164622
74	12	0.164622
74	13	0.164622
74	14	0.164622
74	15	0.164622
74	16	0.164622
74	17	0.164622
74	18	0.164622
74	19	0.155991
74	20	0.1412355
74	21	0.1412355
74	22	0.1487291
74	23	0.1431424
74	24	0.1431266
74	25	0.1344049
74	26	0.1301732
74	27	0.1301732
74	28	0.1314106
74	29	0.1351617
74	30	0.1422656
74	31	0.1572478
74	32	0.1478371
74	33	0.1478371
74	34	0.1505239
74	35	0.1408501
74	36	0.1408501
74	37	0.1552718
74	38	0.1626056
74	39	0.163236
74	40	0.1287893
74	41	0.1287736
74	42	0.1341903
74	43	0.1349725
74	44	0.1307689
74	45	0.1307689
74	46	0.1278604
74	47	0.1278604
74	48	0.1626249
74	49	0.1761407
74	50	0.1356322
74	51	0.1356322
74	52	0.1360824
74	53	0.1375207
74	54	0.1480834
74	55	0.1723384
74	56	0.1338146
74	57	0.1325601
74	58	0.1319023
74	59	0.1319023
74	60	0.1333706
74	61	0.1333706
74	62	0.1333985
74	63	0.1337919
74	64	0.1375438
74	65	0.134602
74	66	0.134602
74	67	0.1385506
74	68	0.1441523
74	69	0.139468
74	70	0.139468
74	71	0.1415814
74	72	0.1368731
74	73	0.1349081
75	0	0.1349081
75	1	0.1363058
75	2	0.1395974
75	3	0.1363726
75	4	0.1363726
75	5	0.1403708
75	6	0.12778
75	7	0.12778
75	8	0.150232
75	9	0.1499551
75	10	0.1499393
75	11	0.1499886
75	12	0.1444296
75	13	0.1407825
75	14	0.1407825
75	15	0.1558818
75	16	0.1391361
75	17	0.1391361
75	18	0.1634465
75	19	0.1634465
75	20	0.1634465
75	21	0.1634465
75	22	0.1329039
75	23	0.1329197
75	24	0.1348519
75	25	0.1348519
75	26	0.1327308
75	27	0.1303346
75	28	0.1303188
75	29	0.1305418
75	30	0.130866
75	31	0.1313364
75	32	0.1332579
75	33	0.1332579
75	34	0.1361966
75	35	0.1340843
75	36	0.1340843
75	37	0.1354552
75	38	0.1354394
75	39	0.1367096
75	40	0.152181
75	41	0.1274474
75	42	0.1274474
75	43	0.129905
75	44	0.136282
75	45	0.1413676
75	46	0.1418579
75	47	0.1420956
75	48	0.1370398
75	49	0.1370398
75	50	0.1351377
75	51	0.1351377
75	52	0.1352075
75	53	0.1358017
75	54	0.1357159
75	55	0.1298885
75	56	0.1275906
75	57	0.127567
75	58	0.127567
75	59	0.1286886
75	60	0.1283196
75	61	0.1283196
75	62	0.1297723
75	63	0.1297881
75	64	0.1311983
75	65	0.1460013
75	66	0.1491927
75	67	0.1491927
75	68	0.1491927
75	69	0.1491927
75	70	0.1491927
75	71	0.1491927
75	72	0.1491927
75	73	0.1491927
75	74	0.1311745
76	0	0.1287292
76	1	0.1287292
76	2	0.1301123
76	3	0.1284138
76	4	0.1284138
76	5	0.1284378
76	6	0.1321178
76	7	0.1335886
76	8	0.1335886
76	9	0.1371869
76	10	0.1335063
76	11	0.1335063
76	12	0.1335386
76	13	0.1335386
76	14	0.1279854
76	15	0.1279854
76	16	0.1315887
76	17	0.1316044
76	18	0.1365741
76	19	0.1365741
76	20	0.1416693
76	21	0.1416693
76	22	0.1319486
76	23	0.1319328
76	24	0.1322842
76	25	0.1322842
76	26	0.1461628
76	27	0.1461628
76	28	0.1461628
76	29	0.1461628
76	30	0.1461628
76	31	0.1461628
76	32	0.1461628
76	33	0.1461628
76	34	0.1461628
76	35	0.1354748
76	36	0.135091
76	37	0.1350473
76	38	0.1350473
76	39	0.1359063
76	40	0.1381818
76	41	0.1424494
76	42	0.148572
76	43	0.148572
76	44	0.163119
76	45	0.1566511
76	46	0.1364064
76	47	0.1364064
76	48	0.1343868
76	49	0.1307153
76	50	0.1302375
76	51	0.1302375
76	52	0.1304369
76	53	0.1318513
76	54	0.1358449
76	55	0.1358449
76	56	0.1317477
76	57	0.1317477
76	58	0.1324276
76	59	0.1324276
76	60	0.136655
76	61	0.1371265
76	62	0.1371423
76	63	0.1479842
76	64	0.1542504
76	65	0.1424173
76	66	0.1424173
76	67	0.1459175
76	68	0.1501522
76	69	0.1501522
76	70	0.1502047
76	71	0.1276618
76	72	0.127646
76	73	0.1566511
76	74	0.1650463
76	75	0.1650463
77	0	0.133052
77	1	0.1330362
77	2	0.1359799
77	3	0.1359799
77	4	0.1520429
77	5	0.1613677
77	6	0.1490548
77	7	0.1490706
77	8	0.1386863
77	9	0.136901
77	10	0.136901
77	11	0.1458809
77	12	0.183701
77	13	0.2078626
77	14	0.1776923
77	15	0.1776923
77	16	0.2302155
77	17	0.2302155
77	18	0.2302155
77	19	0.1821845
77	20	0.1821845
77	21	0.1815905
77	22	0.1815747
77	23	0.1748704
77	24	0.1748862
77	25	0.1848028
77	26	0.1819347
77	27	0.1733725
77	28	0.1727222
77	29	0.1727065
77	30	0.173456
77	31	0.1734718
77	32	0.175
77	33	0.174811
77	34	0.174811
77	35	0.177364
77	36	0.1753314
77	37	0.1753314
77	38	0.1780413
77	39	0.1727897
77	40	0.1727897
77	41	0.178874
77	42	0.178874
77	43	0.1803614
77	44	0.1812465
77	45	0.1812465
77	46	0.1787006
77	47	0.1787006
77	48	0.1986063
77	49	0.1765695
77	50	0.1746847
77	51	0.1742359
77	52	0.1739577
77	53	0.1739577
77	54	0.1796793
77	55	0.1796793
77	56	0.2344855
77	57	0.1749752
77	58	0.1749752
77	59	0.3148482
77	60	0.273795
77	61	0.2003375
77	62	0.2003375
77	63	0.1806556
77	64	0.1766095
77	65	0.1766253
77	66	0.1882799
77	67	0.1882799
77	68	0.1900838
77	69	0.1778249
77	70	0.1778249
77	71	0.2150533
77	72	0.1763712
77	73	0.1763712
77	74	0.2511175
77	75	0.1794251
77	76	0.1794251
78	0	0.1834691
78	1	0.1880982
78	2	0.1746587
78	3	0.1746587
78	4	0.17528
78	5	0.1810246
78	6	0.1810246
78	7	0.1891643
78	8	0.18918
78	9	0.1827623
78	10	0.1759759
78	11	0.1759759
78	12	0.1814278
78	13	0.182395
78	14	0.1868657
78	15	0.1756098
78	16	0.1756098
78	17	0.1781793
78	18	0.1813659
78	19	0.1809732
78	20	0.1777174
78	21	0.1770271
78	22	0.1742055
78	23	0.1741898
78	24	0.1855731
78	25	0.1868837
78	26	0.1991916
78	27	0.2811846
78	28	0.2122585
78	29	0.2122585
78	30	0.2244123
78	31	0.1759178
78	32	0.1759178
78	33	0.2540568
78	34	0.2034027
78	35	0.2033869
78	36	0.2334063
78	37	0.2487712
78	38	0.230507
78	39	0.2233207
78	40	0.2233207
78	41	0.2581086
78	42	0.4191143
78	43	0.4191143
78	44	0.5458044
78	45	0.3452339
78	46	0.3452339
78	47	0.3452339
78	48	0.3452339
78	49	0.3452339
78	50	0.3452339
78	51	0.2666123
78	52	0.2657914
78	53	0.2657914
78	54	0.2767027
78	55	0.2617038
78	56	0.2617038
78	57	0.2625208
78	58	0.2675484
78	59	0.2614729
78	60	0.2614571
78	61	0.2715898
78	62	0.2683314
78	63	0.2620063
78	64	0.262022
78	65	0.2612054
78	66	0.2612054
78	67	0.2645937
78	68	0.2645779
78	69	0.2646279
78	70	0.2688971
78	71	0.2731214
78	72	0.2731214
78	73	0.2762666
78	74	0.2762509
78	75	0.2810688
78	76	0.2708301
78	77	0.2708301
79	0	0.2712314
79	1	0.2777584
79	2	0.2777426
79	3	0.2817676
79	4	0.2799724
79	5	0.2635094
79	6	0.2635094
79	7	0.2842338
79	8	0.2854237
79	9	0.2876785
79	10	0.2740502
79	11	0.2740502
79	12	0.2758094
79	13	0.2983227
79	14	0.3735871
79	15	0.3764184
79	16	0.3946614
79	17	0.4190568
79	18	0.3732835
79	19	0.3122092
79	20	0.3121935
79	21	0.3255793
79	22	0.3361885
79	23	0.3732835
79	24	0.4686273
79	25	0.4686273
79	26	0.5047401
79	27	0.5017112
79	28	0.4087227
79	29	0.4087227
79	30	0.4741765
79	31	0.2710914
79	32	0.2710757
79	33	0.2758951
79	34	0.2758794
79	35	0.3026772
79	36	0.3089596
79	37	0.3115201
79	38	0.3137998
79	39	0.323903
79	40	0.3072204
79	41	0.3072204
79	42	0.3951725
79	43	0.3871818
79	44	0.3255382
79	45	0.3042553
79	46	0.3042553
79	47	0.4624607
79	48	0.4624607
79	49	0.5062357
79	50	0.490855
79	51	0.490855
79	52	0.490855
79	53	0.4310924
79	54	0.4311081
79	55	0.3926602
79	56	0.3926602
79	57	0.3936326
79	58	0.3438267
79	59	0.3438267
79	60	0.3582377
79	61	0.276491
79	62	0.276491
79	63	0.3843475
79	64	0.3680914
79	65	0.3680914
79	66	0.4637715
79	67	0.3641157
79	68	0.3641157
79	69	0.3879452
79	70	0.3914088
79	71	0.3914088
79	72	0.4635265
79	73	0.4344303
79	74	0.4344303
79	75	0.4344303
79	76	0.4344303
79	77	0.4344303
79	78	0.4344303
80	0	0.4344303
80	1	0.4344303
80	2	0.3499601
80	3	0.3499759
80	4	0.3751739
80	5	0.2729203
80	6	0.2729203
80	7	0.258547
80	8	0.2585313
80	9	0.3369858
80	10	0.3370015
80	11	0.3687796
80	12	0.3805052
80	13	0.4009545
80	14	0.3185387
80	15	0.3185387
80	16	0.2641366
80	17	0.2641366
80	18	0.2766393
80	19	0.28418
80	20	0.3234572
80	21	0.3324732
80	22	0.3424969
80	23	0.3424969
80	24	0.3416593
80	25	0.3416593
80	26	0.4291933
80	27	0.4939535
80	28	0.5332335
80	29	0.4373319
80	30	0.4373319
80	31	0.4373319
80	32	0.4373319
80	33	0.4373319
80	34	0.4373319
80	35	0.4373319
80	36	0.4373319
80	37	0.4373319
80	38	0.3126011
80	39	0.3125854
80	40	0.3671444
80	41	0.3829007
80	42	0.3628062
80	43	0.3628062
80	44	0.3095691
80	45	0.287107
80	46	0.2866372
80	47	0.2866372
80	48	0.2869289
80	49	0.3060616
80	50	0.3060616
80	51	0.3095226
80	52	0.3854862
80	53	0.3925416
80	54	0.311403
80	55	0.311403
80	56	0.4270278
80	57	0.4270278
80	58	0.4915607
80	59	0.4915765
80	60	0.5234653
80	61	0.5234811
80	62	0.5110311
80	63	0.4762382
80	64	0.4762224
80	65	0.5383152
80	66	0.391485
80	67	0.391485
80	68	0.5557637
80	69	0.5568078
80	70	0.4679024
80	71	0.4679024
80	72	0.6488458
80	73	0.5750552
80	74	0.5750552
80	75	0.5750552
80	76	0.5750552
80	77	0.5750552
80	78	0.5750552
80	79	0.5750552
81	0	0.5750552
81	1	0.5750552
81	2	0.4773461
81	3	0.4562333
81	4	0.4562517
81	5	0.4571999
81	6	0.4571841
81	7	0.5003463
81	8	0.5129626
81	9	0.5244812
81	10	0.5244906
81	11	0.4423619
81	12	0.4397862
81	13	0.4397862
81	14	0.4510113
81	15	0.4525212
81	16	0.4735281
81	17	0.4326483
81	18	0.4326326
81	19	0.4343341
81	20	0.4349942
81	21	0.4696406
81	22	0.475291
81	23	0.4832663
81	24	0.4684294
81	25	0.4684137
81	26	0.4764389
81	27	0.4557835
81	28	0.4466564
81	29	0.4466407
81	30	0.4505306
81	31	0.4634652
81	32	0.5033683
81	33	0.5060645
81	34	0.5083681
81	35	0.5098099
81	36	0.4745613
81	37	0.4745613
81	38	0.4790379
81	39	0.4405438
81	40	0.4405438
81	41	0.4677172
81	42	0.5154141
81	43	0.5154141
81	44	0.5313631
81	45	0.4688163
81	46	0.4688321
81	47	0.496439
81	48	0.4567911
81	49	0.428759
81	50	0.428759
81	51	0.5177052
81	52	0.5177209
81	53	0.4254616
81	54	0.4254616
81	55	0.5380328
81	56	0.5128265
81	57	0.5128265
81	58	0.5064005
81	59	0.5064005
81	60	0.4636053
81	61	0.4636053
81	62	0.5031798
81	63	0.5031798
81	64	0.5417725
81	65	0.4892818
81	66	0.4463293
81	67	0.4463293
81	68	0.5338438
81	69	0.5338596
81	70	0.5499478
81	71	0.4938284
81	72	0.4938284
81	73	0.4729478
81	74	0.4729478
81	75	0.4752729
81	76	0.4574176
81	77	0.4574333
81	78	0.4574741
81	79	0.4767681
81	80	0.485816
82	0	0.4914607
82	1	0.4982335
82	2	0.5002817
82	3	0.4943047
82	4	0.4943204
82	5	0.5007074
82	6	0.5112497
82	7	0.5007907
82	8	0.5007907
82	9	0.4940731
82	10	0.4751143
82	11	0.4751143
82	12	0.4895863
82	13	0.518622
82	14	0.5186062
82	15	0.5191716
82	16	0.5272907
82	17	0.5409334
82	18	0.5020175
82	19	0.5020175
82	20	0.5750552
82	21	0.5429157
82	22	0.5429157
82	23	0.5429157
82	24	0.5429157
82	25	0.5242621
82	26	0.5233746
82	27	0.5233599
82	28	0.6183799
82	29	0.6260077
82	30	0.6260077
82	31	0.6260077
82	32	0.6260077
82	33	0.5549907
82	34	0.5550042
82	35	0.5359459
82	36	0.531983
82	37	0.531983
82	38	0.543485
82	39	0.4976976
82	40	0.4976976
82	41	0.5058361
82	42	0.5493234
82	43	0.5493234
82	44	0.5570662
82	45	0.5673047
82	46	0.5760092
82	47	0.5542314
82	48	0.5542314
82	49	0.5896842
82	50	0.4854626
82	51	0.4749031
82	52	0.4749031
82	53	0.4943589
82	54	0.5490917
82	55	0.530115
82	56	0.4666231
82	57	0.4440238
82	58	0.4440238
82	59	0.4462911
82	60	0.4438139
82	61	0.4438139
82	62	0.4542271
82	63	0.4551993
82	64	0.4596877
82	65	0.5061803
82	66	0.4878661
82	67	0.4680527
82	68	0.4680527
82	69	0.4690222
82	70	0.4690222
82	71	0.5316933
82	72	0.5370861
82	73	0.5322611
82	74	0.5322611
82	75	0.521014
82	76	0.5041424
82	77	0.4667402
82	78	0.4667402
82	79	0.5177879
82	80	0.5201922
82	81	0.4464624
83	0	0.4464624
83	1	0.517459
83	2	0.517459
83	3	0.4673536
83	4	0.4673536
83	5	0.5087935
83	6	0.5088117
83	7	0.5036025
83	8	0.5035867
83	9	0.5113705
83	10	0.4820772
83	11	0.4820929
83	12	0.5510579
83	13	0.5510579
83	14	0.4481222
83	15	0.4481222
83	16	0.5326701
83	17	0.5326701
83	18	0.5326701
83	19	0.5027534
83	20	0.5005646
83	21	0.5005646
83	22	0.4665052
83	23	0.4665052
83	24	0.4549161
83	25	0.4549161
83	26	0.4842879
83	27	0.4842879
83	28	0.4859725
83	29	0.4885595
83	30	0.4912979
83	31	0.4912979
83	32	0.4813934
83	33	0.4589432
83	34	0.4589589
83	35	0.4490477
83	36	0.4490319
83	37	0.4494307
83	38	0.449415
83	39	0.4568993
83	40	0.4580609
83	41	0.5119873
83	42	0.5454414
83	43	0.4608228
83	44	0.4608228
83	45	0.5067989
83	46	0.5486202
83	47	0.5522214
83	48	0.4739465
83	49	0.4739465
83	50	0.4961066
83	51	0.4961066
83	52	0.4592227
83	53	0.459207
83	54	0.4610429
83	55	0.5181586
83	56	0.5517907
83	57	0.5517749
83	58	0.5321753
83	59	0.5321753
83	60	0.5178809
83	61	0.5178967
83	62	0.5195148
83	63	0.4341786
83	64	0.4341628
83	65	0.4505529
83	66	0.4592424
83	67	0.4740305
83	68	0.4317534
83	69	0.4317377
83	70	0.5026361
83	71	0.513317
83	72	0.513317
83	73	0.5176096
83	74	0.5176096
83	75	0.5273372
83	76	0.5162394
83	77	0.5162394
83	78	0.5152033
83	79	0.5152033
83	80	0.512624
83	81	0.512624
83	82	0.4595031
84	0	0.4595142
84	1	0.5462297
84	2	0.5270776
84	3	0.5270776
84	4	0.5198828
84	5	0.5198828
84	6	0.5309824
84	7	0.5309824
84	8	0.5558068
84	9	0.5422619
84	10	0.5422619
84	11	0.5566184
84	12	0.5093172
84	13	0.4713399
84	14	0.4713241
84	15	0.6512584
84	16	0.5065949
84	17	0.4442065
84	18	0.4442065
84	19	0.4547734
84	20	0.4547734
84	21	0.490077
84	22	0.4901263
84	23	0.4831122
84	24	0.4831122
84	25	0.500454
84	26	0.5182243
84	27	0.5179671
84	28	0.5179565
84	29	0.4461851
84	30	0.4461851
84	31	0.4646087
84	32	0.5277141
84	33	0.4757459
84	34	0.4757617
84	35	0.4875719
84	36	0.4674751
84	37	0.4674582
84	38	0.5259797
84	39	0.6159073
84	40	0.6159073
84	41	0.6071877
84	42	0.540062
84	43	0.5251092
84	44	0.5251092
84	45	0.5539754
84	46	0.5091427
84	47	0.4819281
84	48	0.4819281
84	49	0.492381
84	50	0.4736537
84	51	0.4736537
84	52	0.4989642
84	53	0.5215067
84	54	0.4913986
84	55	0.4913986
84	56	0.5511219
84	57	0.5307199
84	58	0.4748072
84	59	0.4748072
84	60	0.4738498
84	61	0.4738498
84	62	0.5432028
84	63	0.5443026
84	64	0.5570341
84	65	0.5570341
84	66	0.5091057
84	67	0.5091057
84	68	0.5091057
84	69	0.4504299
84	70	0.440579
84	71	0.4364637
84	72	0.4364637
84	73	0.4387977
84	74	0.433565
84	75	0.4302967
84	76	0.4302967
84	77	0.4482576
84	78	0.4482576
84	79	0.477185
84	80	0.4885341
84	81	0.4885184
84	82	0.4938766
84	83	0.4959099
85	0	0.4959099
85	1	0.455153
85	2	0.455153
85	3	0.4780691
85	4	0.4928942
85	5	0.4928942
85	6	0.4657655
85	7	0.4632108
85	8	0.4632265
85	9	0.4540172
85	10	0.4454069
85	11	0.4454162
85	12	0.4515555
85	13	0.462877
85	14	0.4669219
85	15	0.4587778
85	16	0.458762
85	17	0.4474031
85	18	0.4439556
85	19	0.4395972
85	20	0.4310337
85	21	0.4310337
85	22	0.4620576
85	23	0.4620576
85	24	0.4676145
85	25	0.46345
85	26	0.4577548
85	27	0.4577391
85	28	0.4663885
85	29	0.4891879
85	30	0.4744951
85	31	0.4744951
85	32	0.4821172
85	33	0.511936
85	34	0.511936
85	35	0.4889749
85	36	0.4889591
85	37	0.5425221
85	38	0.5405892
85	39	0.5405892
85	40	0.4397168
85	41	0.4397006
85	42	0.4583194
85	43	0.566386
85	44	0.5156548
85	45	0.5156548
85	46	0.5156548
85	47	0.5156548
85	48	0.5156548
85	49	0.5156548
85	50	0.5156548
85	51	0.5156548
85	52	0.5156548
85	53	0.5156548
85	54	0.5156548
85	55	0.5156548
85	56	0.5156548
85	57	0.5156548
85	58	0.4633421
85	59	0.4503689
85	60	0.4503689
85	61	0.4441663
85	62	0.4441663
85	63	0.431944
85	64	0.431944
85	65	0.4545117
85	66	0.4539979
85	67	0.4521547
85	68	0.4578317
85	69	0.4625143
85	70	0.460362
85	71	0.460362
85	72	0.4611306
85	73	0.44571
85	74	0.443297
85	75	0.443297
85	76	0.461171
85	77	0.4652002
85	78	0.4868341
85	79	0.4622051
85	80	0.4596377
85	81	0.4596377
85	82	0.4844269
85	83	0.4853368
85	84	0.4890758
86	0	0.4890758
86	1	0.5087054
86	2	0.4967909
86	3	0.4746918
86	4	0.4746722
86	5	0.4989459
86	6	0.4816576
86	7	0.4798824
86	8	0.4798666
86	9	0.4904639
86	10	0.5448903
86	11	0.5045974
86	12	0.5045974
86	13	0.5045974
86	14	0.5185418
86	15	0.5185418
86	16	0.4526169
86	17	0.4526169
86	18	0.5481211
86	19	0.5257722
86	20	0.517245
86	21	0.517245
86	22	0.5213002
86	23	0.5230877
86	24	0.5032823
86	25	0.5032823
86	26	0.528828
86	27	0.5320748
86	28	0.5301975
86	29	0.5301975
86	30	0.5089979
86	31	0.5089979
86	32	0.5096322
86	33	0.509648
86	34	0.4849209
86	35	0.4849209
86	36	0.5260387
86	37	0.5260387
86	38	0.5441469
86	39	0.5244117
86	40	0.5244117
86	41	0.5369377
86	42	0.4719665
86	43	0.4719665
86	44	0.4832757
86	45	0.4929387
86	46	0.4772263
86	47	0.4772263
86	48	0.4906255
86	49	0.5042011
86	50	0.5101698
86	51	0.5170912
86	52	0.46126
86	53	0.46126
86	54	0.4991562
86	55	0.4991562
86	56	0.5039794
86	57	0.5226829
86	58	0.4748528
86	59	0.4748528
86	60	0.4675197
86	61	0.4675197
86	62	0.4812426
86	63	0.4847519
86	64	0.4928175
86	65	0.5226829
86	66	0.5705444
86	67	0.7032068
86	68	0.505445
86	69	0.4727724
86	70	0.4727882
86	71	0.5232205
86	72	0.5232205
86	73	0.5016389
86	74	0.4753344
86	75	0.4753344
86	76	0.4917207
86	77	0.4811284
86	78	0.4811442
86	79	0.4972111
86	80	0.5232205
86	81	0.5403129
86	82	0.5403129
86	83	0.4973922
86	84	0.4973745
86	85	0.4852039
87	0	0.4851916
87	1	0.4937042
87	2	0.4970794
87	3	0.4845798
87	4	0.4845798
87	5	0.543929
87	6	0.543929
87	7	0.543929
87	8	0.543929
87	9	0.523841
87	10	0.4932463
87	11	0.4760188
87	12	0.4760188
87	13	0.4863505
87	14	0.4944477
87	15	0.4872749
87	16	0.4872749
87	17	0.5438698
87	18	0.5278102
87	19	0.5179277
87	20	0.5179277
87	21	0.4910416
87	22	0.4910573
87	23	0.5129095
87	24	0.5221041
87	25	0.5221041
87	26	0.526698
87	27	0.5197534
87	28	0.5197534
87	29	0.5313333
87	30	0.5044774
87	31	0.5044774
87	32	0.5193621
87	33	0.5193621
87	34	0.5245402
87	35	0.5264492
87	36	0.5304638
87	37	0.5304638
87	38	0.5426098
87	39	0.4916407
87	40	0.4346881
87	41	0.4346724
87	42	0.4612937
87	43	0.4613094
87	44	0.4916767
87	45	0.5145667
87	46	0.5426098
87	47	0.4957643
87	48	0.4957643
87	49	0.554638
87	50	0.5275737
87	51	0.5083197
87	52	0.5083039
87	53	0.5090423
87	54	0.4407676
87	55	0.4407676
87	56	0.4305799
87	57	0.4305799
87	58	0.434062
87	59	0.4333471
87	60	0.4333629
87	61	0.4477825
87	62	0.507764
87	63	0.4511209
87	64	0.4510461
87	65	0.4510461
87	66	0.466086
87	67	0.4559037
87	68	0.4559037
87	69	0.4951236
87	70	0.5726807
87	71	0.6401271
87	72	0.529556
87	73	0.529556
87	74	0.6234355
87	75	0.6800416
87	76	0.6984761
87	77	0.6984919
87	78	0.8800841
87	79	0.8800841
87	80	0.8893706
87	81	0.8314029
87	82	0.8314029
87	83	0.8093478
87	84	0.6762082
87	85	0.589805
87	86	0.5898207
88	0	0.6129082
88	1	0.6181169
88	2	0.6488262
88	3	0.6080587
88	4	0.608043
88	5	0.6142088
88	6	0.6901911
88	7	0.6901911
88	8	0.7397728
88	9	0.669442
88	10	0.6694262
88	11	0.588049
88	12	0.5880648
88	13	0.6449233
88	14	0.6449233
88	15	0.6286236
88	16	0.6286236
88	17	0.7363489
88	18	0.7363331
88	19	0.7372578
88	20	0.7372578
88	21	0.7449441
88	22	0.7474615
88	23	0.8073927
88	24	0.6737465
88	25	0.62593
88	26	0.62593
88	27	0.8264298
88	28	0.8345481
88	29	0.8676441
88	30	0.8676441
88	31	0.8676441
88	32	0.7733572
88	33	0.723174
88	34	0.723174
88	35	0.763196
88	36	0.6019238
88	37	0.6019238
88	38	0.7243752
88	39	0.7628548
88	40	0.816462
88	41	0.8287657
88	42	0.6741528
88	43	0.6741528
88	44	0.6841365
88	45	0.7036625
88	46	0.9041436
88	47	0.8857854
88	48	0.8857854
88	49	0.8857854
88	50	0.8857854
88	51	0.8857854
88	52	0.8857854
88	53	0.8857854
88	54	0.8857854
88	55	0.7806348
88	56	0.7806506
88	57	0.780779
88	58	0.7807948
88	59	0.7858235
88	60	0.7952474
88	61	0.799715
88	62	0.8028132
88	63	0.8091307
88	64	0.8091307
88	65	0.810142
88	66	0.811133
88	67	0.799462
88	68	0.7769439
88	69	0.7769439
88	70	0.7889447
88	71	0.7929187
88	72	0.7929187
88	73	0.7976018
88	74	0.7949092
88	75	0.7949092
88	76	0.7970347
88	77	0.7970347
88	78	0.8208831
88	79	0.7804108
88	80	0.7804108
88	81	0.8287272
88	82	0.838026
88	83	0.8056428
88	84	0.7927494
88	85	0.7927494
88	86	0.8056271
88	87	0.7839843
89	0	0.7839843
89	1	0.8115118
89	2	0.8011493
89	3	0.8011493
89	4	0.8177134
89	5	0.7743257
89	6	0.7743257
89	7	0.7785835
89	8	0.771083
89	9	0.771083
89	10	0.7732029
89	11	0.7804352
89	12	0.7810836
89	13	0.7794905
89	14	0.7794905
89	15	0.7664454
89	16	0.7664454
89	17	0.7697722
89	18	0.7876806
89	19	0.8260966
89	20	0.8299063
89	21	0.8190562
89	22	0.8190562
89	23	0.8019138
89	24	0.8019138
89	25	0.8445328
89	26	0.8414789
89	27	0.8289436
89	28	0.8289436
89	29	0.8483832
89	30	0.817739
89	31	0.817739
89	32	0.7847403
89	33	0.7847403
89	34	0.8324743
89	35	0.8324743
89	36	0.7820556
89	37	0.7820556
89	38	0.783851
89	39	0.8227156
89	40	0.8021525
89	41	0.8021367
89	42	0.8203208
89	43	0.7955432
89	44	0.7811146
89	45	0.7811146
89	46	0.7986698
89	47	0.7923472
89	48	0.7923472
89	49	0.7737673
89	50	0.7737673
89	51	0.847186
89	52	0.8783301
89	53	0.8783301
89	54	0.846168
89	55	0.8461838
89	56	0.7822387
89	57	0.7822387
89	58	0.7790123
89	59	0.7602855
89	60	0.7602697
89	61	0.7603305
89	62	0.7485529
89	63	0.7485687
89	64	0.8053809
89	65	0.8045807
89	66	0.7975683
89	67	0.7780103
89	68	0.7780103
89	69	0.79331
89	70	0.810495
89	71	0.7658705
89	72	0.7658705
89	73	0.7610135
89	74	0.7610293
89	75	0.8774277
89	76	0.8460913
89	77	0.8460913
89	78	0.7946764
89	79	0.7700867
89	80	0.7594693
89	81	0.7594693
89	82	0.8400083
89	83	0.8801551
89	84	0.8567738
89	85	0.8054584
89	86	0.8054584
89	87	0.8088631
89	88	0.8088631
90	0	0.8228956
90	1	0.8311424
90	2	0.8236572
90	3	0.8236572
90	4	0.8694284
90	5	0.8694284
90	6	0.8694284
90	7	0.8694284
90	8	0.8694284
90	9	0.8694284
90	10	0.8694284
90	11	0.8694284
90	12	0.8694284
90	13	0.8694284
90	14	0.8694284
90	15	0.8694284
90	16	0.8694284
90	17	0.8694284
90	18	0.8694284
90	19	0.8694284
90	20	0.8694284
90	21	0.8694284
90	22	0.8694284
90	23	0.8694284
90	24	0.8694284
90	25	0.8694284
90	26	0.8694284
90	27	0.8694284
90	28	0.8694284
90	29	0.8224068
90	30	0.7996896
90	31	0.769926
90	32	0.7699418
90	33	0.7675991
90	34	0.7675991
90	35	0.7682308
90	36	0.7768027
90	37	0.7768027
